Topic,Sentiment,TwitterText
"apple","neutral","_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6@Apple present... http://t.co/DBbWSDpx"
"apple","neutral","Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp"
"apple","neutral","RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"
"apple","neutral","I just sent my grandma a post card using my #CardsApp thanks @Apple"
"apple","positive","@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX"
"apple","neutral","The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple"
"apple","neutral","@apple has changed life."
"apple","positive","Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)"
"apple","neutral","New iOS 5 update is THE BEST. iloveyou @apple"
"apple","positive","Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s"
"apple","positive","Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple"
"apple","positive","From which companies do you experience the best customer service aside from @zappos and @apple?"
"apple","positive","Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ..."
"apple","neutral","RT @TripLingo: We're one of a few "Featured Education Apps" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
"apple","neutral","@Apple: Siri is amazing!!! I'm in love!"
"apple","neutral","My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple."
"apple","neutral","@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN"
"apple","positive","@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?"
"apple","positive","#sweet... #apple replaced my glass #probono. thank you @apple"
"apple","neutral","@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed"
"apple","positive","@RickySinghPT got a new backside for my eye phone! V impressed with @apple"
"apple","neutral","#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple"
"apple","neutral","making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH"
"apple","negative","God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)"
"apple","positive","@RIM you made it too easy for me to switch to @Apple iPhone. See ya!"
"apple","positive","Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
"apple","neutral","@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to "Will it blend?" Glad to hear it's still alive."
"apple","neutral","Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1"
"apple","negative","Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."
"google","negative","RT @g123k: Google a pas innové avec un tamagochi, ils ont tout compris #google #nexusprime"
"google","neutral","En estooos ultimooos dias Mi  página mas visitadaaa en internet es #Google"
"google","neutral","AsiaClassifiedToday: TH Peng Joins Grey as Chairman and CEO of Grey Greater China - MarketWat... http://t.co/Hd4pi9lM #asia #google #ads"
"google","neutral","#ThingsWeAllHate people who think they know it all! hello...your name isn't #Google"
"google","negative","Prenez un Smartphone Galaxy, ajouter y du software a la sauce Google et vous avez un tout beau Galaxy Nexus. #google#iphone"
"google","neutral","RT @FTTank: Voici un très bon résumé de l'annonce du #GalaxyNexus de #Google http://t.co/O0bh5nBp"
"google","neutral","Android 4.0 Ice Cream Sandwich ya es oficial http://t.co/uZ7qqU1J #android #google #androidve #tecnologia #vendroid #usoandroid"
"google","neutral","so. ja. Ich will das galaxy nexus. sofort! #google #samsung"
"google","neutral","RT @twandroid: C'est quand même une conférence, où on n'attend pas 1h30 pour avoir une nouveauté.... #google #nexusprime"
"google","negative","Le panorama est très sympa et peut être coupé à tout moment #google #nexusprime"
"google","neutral","#Publicidad Galaxy Nexus es la próxima generación de dispositivos Nexus co-desarrollado por #Samsung y #Google l http://t.co/yVWrw98h"
"google","neutral","RT @twandroid SDK dispo aujourd'hui #google #nexusprime"
"google","neutral","RT @g123k: #kikitoutdur devant ICS #google #nexusprime"
"google","neutral","Už vím, jaký bude m?j p?íští mobil! http://t.co/UzI5aEXa #Google #Android #GalaxyNexus"
"google","neutral","El nuevo Samsung Galaxy NEXUS, tiene Desbloqueo del teléfono por reconocimiento facial!!!! | Impresionante #IceCreamSandwich #google"
"google","neutral","RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime"
"google","neutral","#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora sólo en el #NexusPrime). #NFC #Google"
"google","neutral","Der langsame Tod von SEO?? #Google -Suche  für eingeloggte User verschlüsselt - http://t.co/1Gop6W4r #socialmedia #marketing  #search #seo"
"google","neutral","@nandokanarski PUTZ, que bela MERDA... #Google #Android #fail"
"google","neutral","Lecture Notes in Financial Economics pdf ebook:  http://t.co/Ef8j77uj #google"
"google","neutral","#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/fXJyOZeV #lawschool #lawyers #SALE #humor #lawyers"
"google","neutral","@alanlepo..IBM Connections light years ahead of other vendors in #analytics http://t.co/jg24duIa #socialbiz #Google+"
"google","neutral","RT @twandroid Nouvelle gestion des onglets sur le navigateur #google #nexusprime"
"google","positive","6 positive Learnings aus dem Panda-Update ... http://t.co/JEgkwrDR #panda #seo #google"
"google","neutral","#Google y su distorsión de la ##accesibilidad http://t.co/LE6lzlus #fb #android #chromeos #chromevox"
"google","neutral","??????????????????????????????? #google"
"google","neutral","Irgendwie dann doch enttäuschend, das neue #Google #Galaxy #Nexus"
"google","neutral","#GalaxyNexus es presentado oficialmente. http://t.co/dwUWIYWC | Conoce los detalles del nuevo teléfono de #Google"
"google","neutral","GALAXY NEXUS SC-04D | NTT??? 2011-2012????? http://t.co/hOqa4eRq #android #google #docomo"
"google","neutral","RT @gattenist: ?????Google????Google????????Galaxy Nexus???????11??????????http://t.co/zwSUFuez #androidjp #samsung #google #galaxynexus"
"google","neutral","Hoy #Foursquare y #Google+ me patearon las pelotas!"
"google","neutral","Voici un très bon résumé de l'annonce du #GalaxyNexus de #Google http://t.co/O0bh5nBp"
"google","neutral","Il est dispo sur developer.android.com #google #nexusprime"
"google","neutral","Le Galaxy Nexus officialisé #Samsung #Google #GalaxyNexus #Icecream - http://t.co/YT2RWbgn via @Julbut @TweeqFr @Thibaudd"
"google","neutral","Todavía existe #Google+ ?"
"google","neutral","??????????????????????????????????????????????????????????????????????????????????????????? #keizai #sumaho #google??http://t.co/h822eCym"
"google","neutral","RT @twandroid: Pogo Pin sur le côté pour le connecter sur un dock #google #nexusprime"
"google","neutral","android beam ????#google #android"
"google","neutral","Salut les twittos! Un petit résumé de cet conf' ? :) #ICS #GOOGLE"
"google","neutral","Meu Bom Jesus que velocidade de captura é essa ? #icecreamsandwich #galaxynexus #google #samsung"
"google","neutral","Mientras que hoy #RIM publicó su 'fabuloso' #BBX, #Google presentó #Android 4.0 y todos se fueron al diablo :D."
"google","neutral","Ishi o #faceunlock do #icecreamsandwich #android não funcionou no seu lançamento #google"
"google","neutral","#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em Hong Kong a nova versão…"
"google","neutral","@SERGIOapple incluso si usas #Google #Chrome hay una App. Y al igual es mas practica pero es para el navegador"
"google","neutral","AsiaClassifiedToday Temasek to raise up to $800 million with bond offer - Straits Times: Tele... http://t.co/IaTj4kb9 #asia #google #biz"
"google","neutral","@iley_little we'lll figure it out tm in gym #google"
"google","neutral","#Samsung y #Google presentan el Samsung Galaxy #Nexus, oficialmente. http://t.co/DwQyyu5v #gadgets #smartphones"
"google","neutral","@nestorrom77 majeeee yo cuando reuna bastante pisto me voy a comprar los que usa @davidguetta puuuuuta son tan vergones buscalos en #google"
"google","neutral","Cómo funciona #Google AdWords  http://t.co/8kuFtEVY vía @JuanPittau"
"google","negative","AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads"
"google","neutral","Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime"
"google","negative","ICS plutôt bien dans l'ensemble, perso j'aime beaucoup l'interface des contact // epic fail reconnaissance faciale ! #google #android"
"google","positive","#Samsung #NexusPrime esta wwwaaooooo y con #IceCreamSandwich superior @samsungpty buena presentación #Android #Google"
"google","neutral","#google Tutoriel: Comment faire une fermeture à glissière de fleurs: Ce que vous avez besoin: l’aigui... http://t.co/nMmedAlW #wikileaks"
"google","neutral","#Google Trademark Poker Full Size Texas Hold’em 83 x 44-Inch Poker Table (Green Felt): Trademark Poke... http://t.co/jICU3KON #wikileaks"
"google","neutral","vendo os significadosdos sonhos aki no #Google pqe meu livro eu emprestei enfiaram no cú pqe até hj nunca me devolveram =X"
"google","neutral","Soy FAN de #Google  http://t.co/bGBhZROX http://t.co/iLNouVGK http://t.co/RfFixdi4 http://t.co/pdRns1pK"
"google","negative","#Google No se que aria sin ti :$"
"google","neutral","Pqp! Icecream Sandwich tá muito foda! Hail #google #ICS #android 4.0"
"google","neutral","#google Google anuncia Galaxy Nexus com Android 4.0 http://t.co/WplTBVS3 http://t.co/WsfevVd4"
"google","neutral","Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus #icecreamsandwich #galaxynexus #google #samsung"
"google","neutral","RT @rianru: #Google ? #Samsung ??????????? ????? ?????? ???????????? ??????? - Android 4.0 Ice Cream Sandwich http://t.co/5baK0OdJ"
"google","neutral","@VinnyMartiins colokei no #Google pra saber !"
"google","neutral","@DanyFajardo Listo Dany gracias =) ... #Google+"
"google","neutral","???? ?? ???? ??????? ??????????? ??????? ????? ?????? ???????? ?? ????? ??? ??????? ???? ?????. #google #motorola #moto"
"google","neutral","HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook:  http://t.co/m4T1kxiz #google"
"google","neutral","RT @twandroid Prise de photo quasi instantannée #ouaaaaaaahhhhh #google #nexusprime"
"google","neutral","Hinweis: kostenlose SEO-Infos  http://t.co/d3WrYCUT #google"
"google","neutral","Queridos, até amanhã! Até mais! #Google #FAIL #ICS #FAIL #NEXUSPRIME #MAOMENO"
"google","neutral","Cupom Google AdWords +Promo Starter Kit da LogosBr = Divulgação Eficaz e de Graça!Confira: http://t.co/kf9supYG#Google #AdWords #LogosBr"
"google","neutral","????Android 4.0????GALAXY Nexus??11??? - AV Watch http://t.co/MzTgzn1u #google"
"google","neutral","El nuevo #Android de #Google: #GalaxyNexus con #IceCreamSandwich 4.0... http://t.co/FITenr0v"
"google","neutral","?docomo NEXT series GALAXY NEXUS SC-04D????http://t.co/B3t2y3vm#android #google #docomo #samsung"
"google","neutral","#Google eBook: The way we shop is changing and marketing strategies are simply not keeping pace. http://t.co/vJBBjWhE"
"google","neutral","RT @twandroid Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime"
"google","neutral","Fine tune your #SEO strategy with the #Google Panda 2.5.2 update. Find out how it can affect your business rankings http://t.co/TeRUK0bp"
"google","neutral","#Google How to Play Texas Holdem Poker for Newbies : Texas Hold’em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks"
"google","neutral","RT @twandroid: Nouvelle app Calendrier : plus épurée #google #nexusprime"
"google","neutral","RT @twandroid: Des boutons virtuels... #google #nexusprime"
"google","neutral","Putting Leadership Back into Strategy pdf ebook:  http://t.co/Rcu7X2lh #google"
"google","neutral","Rocksmith: #Rocksmith  #Rocksmith http://t.co/JNS1oEZN #google #youtube"
"google","neutral","BUGOU asoeijoaijoriaejr #icecreamsandwich #galaxynexus #google #samsung"
"google","neutral","Pô. Gostei do novo sistema de reconhecimento facial do Android. Tão forte que não liberou nem o dono do smartphone. #Google #ICS"
"google","neutral","Pinch to zoom sur le calendrier (comme sur Honeycomb) #google #nexusprime"
"google","neutral","#YahooAnswers #Google y #Wikipedia son parte del staff de Dios, lo sé."
"google","neutral","#google ?????????????????????????? Android 4.0 Ice Cream Sandwich ????"
"google","neutral","#TweetDeck y #Google+ no están hechos para convivir en armonía.. Las notificaciones aparecen del mismo lado.. =/ Es ver esas o las de face.."
"google","neutral","En train de suivre la keynote Google - Ice Cream Sandwich.. #Google #icecreamsandwich"
"google","neutral","Just googled what it means if your eyelid twitches. Answer: your tired. I think its time for bed...thanks #Google"
"google","neutral","siento mas interesante el #google+ que el #face xD"
"google","neutral","interface a voir en réel pour juger, sinon ice cream sandwich est simplement monstrueux !! #nexusprime #google #ICS"
"google","neutral","Parece que Google Labs se acaba :( m.fastcompany.com/technology/57403/ #google #fail"
"google","neutral","#android #ice #cream #Sandwich    #google?????-???? ?? ??????????http://t.co/UK3A7JWk"
"google","neutral","RT @twandroid Le baromètre est inclus dans le Galaxy Nexus #google #nexusprime"
"google","neutral","AsiaClassifiedToday: Asia Family Offices to Triple, Lead Growth, Citigroup Says - BusinessWeek: As... http://t.co/71QApFD8 #asia #google"
"google","neutral","Con algunos "hiccups" durante la presetnación de #Android 4.0 pero todo pinta genial. Muy bien ahí #Google #Samsung #GalaxyNexus"
"google","neutral","“@rianru: #Google ? #Samsung ??????????? ????? ?????? ???????????? ??????? - Android 4.0 Ice Cream Sandwich http://t.co/DhLHoexZ”#Vfacebook"
"google","neutral","Echelon Quality Management System pdf ebook:  http://t.co/sPVYoB8r #google"
"google","positive","#Mango shows #Microsoft still has the taste for smartphone success #Apple #Google http://t.co/C4fy2ffj"
"google","negative","#GalaxyNexus | @xataka http://t.co/p2Tu2kBm &lt;-El nuevo teléfono de #Samsung y #Google, EL perfecto rival para el #iPhone4S con su #Android 4"
"google","neutral","#Google #Panda Où est parti le 30 % de trafic perdu?  http://t.co/QONIToAg"
"google","neutral","Samsung Galaxy Nexus - el nuevo smartphone oficial Google con Android 4.0 "Ice-Cream Sandwich" http://t.co/JXyHhfNV #Google #Android"
"google","neutral","AsiaClassifiedToday Asia Stocks, Ringgit Gain on European Outlook - Bloomberg: Asia Stocks, R... http://t.co/biHKwSTW #asia #google #biz"
"google","positive","AsiaClassifiedToday: Parkway Novena Hospital to offer premier healthcare service in Asia - The Bor... http://t.co/50KmorZm #asia #google"
"google","neutral","RT @google_topic: Samsung?Android 4.0???Google???????GALAXY Nexus???? - ITmedia http://t.co/t0CrKsoo #google"
"google","neutral","#Video oficial del #Samsung Galaxy Nexus http://t.co/IMid6Bem #gadgets #smartphones #galaxynexus #google #promocion"
"google","neutral","@DanielaS04 :) eso!!! #Google+"
"google","neutral","#Google ? #Samsung ??????????? ????? ???????? #Galaxy #Nexus ?? ???? ????? ?? #Android Ice Cream Sandwich 4.0 http://t.co/yNg45IDC"
"google","neutral","???????????????????????????????????????????????????????????????????????????????????????#keizai #sumaho #google??http://t.co/h822eCym"
"google","neutral","Alguien dejara de trabajar en #Samsung o #Google"
"google","neutral","Galaxy Nexus: El nuevo teléfono de Google y Samsung http://t.co/laKDByOT #nexus #google #android"
"google","neutral","VIDEO: Een online check-out in een webwinkel in ‘In Real Life’ #google #webshop http://t.co/kGw54MaC"
"google","neutral","??????????? #Android4.0 #Google"
"google","neutral","Para el que le interese saber las características del nuevo cel que me compraré http://t.co/4JjjCqdJ El #galaxynexus de #google"
"google","neutral","??????? ???????? ???? ?????? .. ????? ?? ??? ???????? ????? ????? ?????? ?? ????? !! ?#google"
"google","neutral","RT @twandroid: Et de 3 #fails, mais au moins c'est du vrai direct #google #nexusprime"
"google","negative","definitivamente sigo sin entender un carajo de #Google+"
"google","neutral","Microsoft Word - Ch 3 Solutions IE done pdf ebook:  http://t.co/nZTGU900 #google"
"google","neutral","Tipp: kostenlose SEO-Infos  http://t.co/1ayEKV6F #google"
"google","neutral","SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google"
"google","neutral","#google ??????? ?? ?????????? #Nexus_S  ?? #ICS . ???? ????? 4.0 ?? #SGS ."
"google","neutral","Brilhante a apresentação do Android ICS. O Google simplesmente abusou da tecnologia!!! Sambou na cara das agendas !!! #ICS #google #Android"
"google","neutral","solo #google puede ponerle a un OS #IceCreamSandwich"
"google","neutral","Nexus S ?????????????????? #google #android #ics"
"google","neutral","Presentado Oficialmente Android 4.0 ICS ~ ANDROIDVZLA http://t.co/adQYCOdD #android #androidvzla #google #ICS"
"google","neutral","7 Lessons Learned Running an SEO Agency: Posted by neilpatelThis post was originally in YOUmoz, and... http://t.co/AU0k5sWY #seo #google"
"google","neutral","RT @twandroid: Nouveau lockscreen (écran de déverrouillage) à la Honeycomb #google #nexusprime"
"google","neutral","#Google kondigt #Android Ice Cream Sandwich aan http://t.co/3VT22WNY #ics"
"google","neutral","AsiaClassifiedToday: Point Park summit reflects Asian culture - The Globe: Point Park summit ... http://t.co/fBdw211P #asia #google #ads"
"google","neutral","yeah! #fringe  RT @TrendingTopicMN #csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics"
"google","negative","Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least..."
"google","neutral","RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please."
"google","negative","Too bad #google didn't have a tribute graphic for #DennisRitchie."
"google","neutral","#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused."
"google","neutral","If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod"
"google","neutral","#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android"
"google","positive","There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone"
"google","neutral","Why is #Google whoring for SAMSUNG? #ICS"
"google","positive","ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman"
"google","positive","The face recognition unlock would be cool if it works. #android #google #icecreamsandwich"
"google","positive","#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN"
"google","neutral","#Android #Google Google officially announces Ice Cream Sandwich http://t.co/Ij292Ye3 #DhilipSiva"
"google","neutral","#google #icecream #galaxy #nexus http://t.co/gkoHBpN8"
"google","neutral","Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu"
"google","neutral","#google #galaxy #nexus intro video #samsung #ICS #android #4 http://t.co/tOGMpP8I"
"google","neutral","Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/ExcNswwx"
"google","neutral","All the info on Ice Cream Sandwich here : http://t.co/f0rNfGPA @twandroid #google #nexusprime #ics #android"
"google","neutral","http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy"
"google","neutral","Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS"
"google","neutral","Tap to focus and face recognition #ics #galaxynexus #google"
"google","positive","#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting"
"google","positive","Can they just tell us when #ICS will be available for Nexus S users? #Samsung #Google #HongKong"
"google","neutral","#Google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/D7ntPaIt"
"google","neutral","#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/qD1bqVm8"
"google","neutral","Engadget following #android #galaxy #nexus event #google #samsung #ICS http://t.co/vZx25ht8"
"google","neutral","#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva"
"google","positive","Ice Cream Sandwich SDK now available http://t.co/ZOgECNER  #android #google"
"google","neutral","#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/STIfQWTU"
"google","neutral","#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland"
"google","neutral","On Google+ then go here http://t.co/oTBwkxo9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"google","neutral","Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo"
"google","neutral","RT @SamsungMobileCA #GALAXYNexus has arrived! #Samsung #Google"
"google","neutral","#Google releases the latest version of #Android 4.0  #IceCreamSandwich http://t.co/fB7y5E1e"
"google","neutral","Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia"
"google","neutral","RT @BatzayaB: #Google #Android Ice Cream Sandwich 4.0 (photos) http://t.co/XlJBYgIS"
"google","neutral","Going in with #mikedunn one of the #chosenfewdjs all in with #chicago #housemusic! Might want to #google him!"
"google","neutral","quick hands on #Galaxy #Nexus by #Samsung #google #android #ICS #4 #icecreamsandwich http://t.co/22cF2m6d"
"google","neutral","RT @rishij_pune: #google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawados ..."
"google","neutral","Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus"
"google","neutral","Many new features for Android. #NexusPrime #Google"
"google","neutral","Panorama#icecreamsandwich #googland #google #android #ics"
"google","neutral","#Google and #Samsung reveal the #NexusPrime running the #IceCreamSandwich...#Mobile #Android"
"google","neutral","Galaxy Nexus #GalaxyNexus #Android #Google http://t.co/AWJHxwGT #followme"
"google","negative","Hide the women and children, break out the guns, #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO"
"google","neutral","On Google+ then go here http://t.co/5tbv933W #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"google","neutral","3 new stuffs today, #Motorola #razr, #Samsung #Galaxy #Nexus, #Google #Android 4.0 #IceCreamSandwich #ICS ~"
"google","neutral","The Great Tech War Of 2012 - http://t.co/OY8PuVhP #Apple #Facebook #Google #Amazon"
"google","neutral","Demo crime for #google dude in white suit. Face recognition for unlocking doesn't work if you wear make up apparently :-)"
"google","neutral","Android Ice Cream Sandwich is out! #android #Google"
"google","neutral","Hugo is buddies with 50 Cent? #google #android"
"google","neutral","RT: Collobrate and present. New version of Google presentations. http://t.co/xmF34T27 VIA @googledownunder #google #googlepresentations"
"google","neutral","#Samsung Galaxy #Nexus hands-on (#video) http://t.co/w4muSKEm #android #galaxynexus #galaxynexus #google"
"google","neutral","Haven't even freshened up, due to #Google's #IceCreamSandwichEvent. #OffToShower now."
"google","neutral","#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Google… http://t.co/nds5B4ej #BT"
"google","neutral","#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s"
"google","neutral","#Google Defaults to Encrypted HTTPS #Searches for Logged In Users [#Security] http://t.co/kzMZDxmE"
"google","neutral","#Google springs #IceCreamSandwich on Samsung #GalaxyNexus smartphone. Android tablets soon? http://t.co/yyU5q0I7 (TabTimes)"
"google","positive","The better question is if (and when) current devices will get the update.  #Android #Google #IceCreamSandwich"
"google","neutral","it's in the curve baby http://t.co/ORDg1z2F #google #nexus #android #samsung"
"google","neutral","Guess what I spotted a couple days ago... didn't expect to see one especially in the West Village #Google http://t.co/Xop25kvU"
"google","neutral","@OccupyWallSt #Apple stock DOWN despite #iPhone monumental SALES = #ocuupy #GOOGLE & #Verizon--i smell a #conspiracy!"
"google","neutral","#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google"
"google","neutral","#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av"
"google","neutral","#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva"
"google","neutral","Ice Cream Sandwich Android: #IceCreamSandwichAndroid  #Ice #Cream #Sandwich #Android http://t.co/pVRaHhxR #google #youtube"
"google","neutral","#samsung #google #galaxynexus We got the lowdown after the Hong Kong press release, check it out: http://t.co/OWhYR0YJ"
"google","neutral","#ai #google #ai #samsung"
"google","neutral","DAMN!!! #Galaxy #Nexus #Google #Android http://t.co/DL3cNtEU time for me to upgrade my Nexus S xD"
"google","positive","I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS."
"google","neutral","Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT"
"google","neutral","#Google's open source search to end: http://t.co/h8PYttyr"
"google","neutral","the announcement is in hong kong....... gotcha #icecreamsandwhich #android #galaxynexus #mynextphone #google #ics #droid"
"google","negative","Video of livestream of the Google/Samsung announcement froze. Damn my slow internet connection. #Google #Samsung"
"google","neutral","#Android #Google Samsung Galaxy Nexus hands-on roundup http://t.co/RE1EnpaU #DhilipSiva"
"google","positive","Great Mission :: Ice Cream Sandwich, #Google mission was to build a mobile OS that works on both phones and tablets"
"google","neutral","#Android #Google Calling all speed demons - Galaxy Nexus! http://t.co/kma7ZnAf #DhilipSiva"
"google","neutral","#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva"
"google","neutral","On Google+ then go here http://t.co/RCSwZlxK #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"google","positive","RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq"
"google","neutral","RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB  #SocialMedia"
"google","neutral","RT @charlieroffe: Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ"
"google","neutral","Believe it or not #political process is changing across all countries. Thanks to new social media #Facebook , #twitter, #google+"
"google","neutral","Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o"
"google","neutral","#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva"
"google","neutral","#Microsoft's Ballmer: We’re beating #Google in the #cloud http://t.co/XIq3v54f"
"google","neutral","RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung"
"google","neutral","#google+ ...thoughts? to sign up or not to sign up, that is the question..."
"google","neutral","RT @ChWilhelm: #Google Wallet adds #coupons, rewards, and more #retail partners http://t.co/1s3wWs54 #li"
"google","positive","Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)"
"google","neutral","RT @webseoanalytics: #SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google"
"google","neutral","#SEO Tip:Examine #Google #Analytics reports frequently.Check the conversion and bounce rate+analyze traffic sources"
"google","neutral","#Android #Google Galaxy Nexus http://t.co/GXVKqi6z #DhilipSiva"
"google","neutral","RT @bleublancrouge_: Surprising !Google's Management Isn't Using #Google+ : http://ow.ly/6QuOk @degusta"
"google","neutral","#Android #Google Need Proof of Verizon’s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva"
"google","neutral","WebGL infinite bookcase UI http://t.co/bvu1qtkT #google"
"google","neutral","#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva"
"google","neutral","Like traditional VC firms, Google Ventures makes its investment decisions solely ...  #google #ventures #spencer http://t.co/TBGqSFos"
"google","neutral","Samsung And Google Announce Galaxy Nexus http://t.co/I6r95xgK #samsung #galaxy #nexus #google #android #ICS #news #tech"
